Station Pair ID,From,To,Miles, Fare ,Self,Airport,FromBaySide,ToBaySide,TransBay,SanMateo
794,Fremont,Hayward,14.75,1.75,0,0,E,E,0,0
795,Fremont,Lafayette,36.5,4.95,0,0,E,E,0,0
796,Fremont,Lake Merritt,26.64,4.05,0,0,E,E,0,0
797,Fremont,MacArthur,29.4,4.15,0,0,E,E,0,0
798,Fremont,Millbrae,31.66,6.75,0,0,E,W,1,1
799,Fremont,Montgomery,37.35,5.65,0,0,E,W,1,0
800,Fremont,North Berkeley,34.7,4.4,0,0,E,E,0,0
801,Fremont,North Concord,42.56,6,0,0,E,E,0,0
802,Fremont,Orinda,36.15,4.6,0,0,E,E,0,0
803,Fremont,Pittsburg/Bay Pt,47.05,6.45,0,0,E,E,0,0
804,Fremont,Pleasant Hill,35.89,5.45,0,0,E,E,0,0
805,Fremont,Powell,37.34,5.65,0,0,E,W,1,0
806,Fremont,Richmond,39.28,4.9,0,0,E,E,0,0
807,Fremont,Rockridge,30.92,4.15,0,0,E,E,0,0
808,Fremont,San Bruno,35.46,6.45,0,0,E,W,1,1
809,Fremont,SFIA,36.07,10.7,0,1,E,W,1,0
810,Fremont,San Leandro,19.82,3.4,0,0,E,E,0,0
811,Fremont,South Hayward,8.6,1.75,0,0,E,E,0,0
812,Fremont,South SF,37.57,6.25,0,0,E,W,1,1
813,Fremont,Union City,4.54,1.75,0,0,E,E,0,0
814,Fremont,Walnut Creek,34.21,5.3,0,0,E,E,0,0
815,Fremont,West Dublin,18.94,4.3,0,0,E,E,0,0
816,Fremont,West Oakland,29.18,4.15,0,0,E,E,0,0
817,Fruitvale,12th St.,3.93,1.75,0,0,E,E,0,0
818,Fruitvale,16th St.,15.72,3.7,0,0,E,W,1,0
819,Fruitvale,19th St.,4.96,1.75,0,0,E,E,0,0
820,Fruitvale,24th St.,16.86,3.8,0,0,E,W,1,0
821,Fruitvale,Ashby,7.87,1.95,0,0,E,E,0,0
822,Fruitvale,Balboa Park,19.47,4,0,0,E,W,1,0
823,Fruitvale,Bay Fair,9.49,2.2,0,0,E,E,0,0
824,Fruitvale,Castro Valley,11.73,2.65,0,0,E,E,0,0
825,Fruitvale,Civic Center,14.43,3.55,0,0,E,W,1,0
826,Fruitvale,Coliseum,2.33,1.75,0,0,E,E,0,0
827,Fruitvale,Colma,22.44,4.1,0,0,E,W,1,1
828,Fruitvale,Concord,25.75,3.85,0,0,E,E,0,0
829,Fruitvale,Daly City,21.51,4.15,0,0,E,W,1,1
830,Fruitvale,Berkeley,9.05,2.1,0,0,E,E,0,0
831,Fruitvale,Dublin/Pleasanton,21.69,3.8,0,0,E,E,0,0
832,Fruitvale,El Cerrito del Norte,14.53,2.75,0,0,E,E,0,0
833,Fruitvale,El Cerrito Plaza,13.22,2.5,0,0,E,E,0,0
834,Fruitvale,Embarcadero,13.69,3.55,0,0,E,W,1,0
835,Fruitvale,Fremont,24.07,3.85,0,0,E,E,0,0
836,Fruitvale,Glen Park,18.6,3.95,0,0,E,W,1,0
837,Fruitvale,Hayward,11.58,2.65,0,0,E,E,0,0
838,Fruitvale,Lafayette,16.67,3,0,0,E,E,0,0
839,Fruitvale,Lake Merritt,3.03,1.75,0,0,E,E,0,0
840,Fruitvale,MacArthur,6.93,1.75,0,0,E,E,0,0
841,Fruitvale,Millbrae,27.19,4.8,0,0,E,W,1,1
842,Fruitvale,Montgomery,14.16,3.55,0,0,E,W,1,0
843,Fruitvale,North Berkeley,11.51,2.2,0,0,E,E,0,0
844,Fruitvale,North Concord,28.21,4.05,0,0,E,E,0,0
845,Fruitvale,Orinda,12.96,2.5,0,0,E,E,0,0
846,Fruitvale,Pittsburg/Bay Pt,32.69,4.5,0,0,E,E,0,0
847,Fruitvale,Pleasant Hill,21.54,3.5,0,0,E,E,0,0
848,Fruitvale,Powell,14.15,3.55,0,0,E,W,1,0
849,Fruitvale,Richmond,16.09,2.95,0,0,E,E,0,0
850,Fruitvale,Rockridge,7.73,1.8,0,0,E,E,0,0
851,Fruitvale,San Bruno,25.76,4.5,0,0,E,W,1,1
852,Fruitvale,SFIA,26.66,8.75,0,1,E,W,1,0
853,Fruitvale,San Leandro,6.15,1.75,0,0,E,E,0,0
854,Fruitvale,South Hayward,14.93,3.05,0,0,E,E,0,0
855,Fruitvale,South SF,25.09,4.3,0,0,E,W,1,1
856,Fruitvale,Union City,18.31,3.5,0,0,E,E,0,0
857,Fruitvale,Walnut Creek,19.87,3.35,0,0,E,E,0,0
858,Fruitvale,West Dublin,20.5,3.65,0,0,E,E,0,0
859,Fruitvale,West Oakland,5.99,1.75,0,0,E,E,0,0
860,Glen Park,12th St.,15.43,3.65,0,0,W,E,1,0
861,Glen Park,16th St.,2.72,1.75,0,0,W,W,0,0
862,Glen Park,19th St.,14.9,3.65,0,0,W,E,1,0
863,Glen Park,24th St.,1.83,1.75,0,0,W,W,0,0
864,Glen Park,Ashby,15.32,3.9,0,0,W,E,1,0
865,Glen Park,Balboa Park,1.34,1.75,0,0,W,W,0,0
866,Glen Park,Bay Fair,27.36,4.6,0,0,W,E,1,0
867,Glen Park,Castro Valley,29.57,4.85,0,0,W,E,1,0
868,Glen Park,Civic Center,5.33,1.75,0,0,W,W,0,0
869,Glen Park,Coliseum,20.96,4.1,0,0,W,E,1,0
870,Glen Park,Colma,4.32,2.95,0,0,W,W,0,1
871,Glen Park,Concord,33.7,5.6,0,0,W,E,1,0
872,Glen Park,Daly City,3.38,2.8,0,0,W,W,0,1
873,Glen Park,Berkeley,17.02,4,0,0,W,E,1,0
874,Glen Park,Dublin/Pleasanton,39.53,5.9,0,0,W,E,1,0
875,Glen Park,El Cerrito del Norte,19.55,4.35,0,0,W,E,1,0
876,Glen Park,El Cerrito Plaza,18.23,4.2,0,0,W,E,1,0
877,Glen Park,Embarcadero,6.87,1.75,0,0,W,W,0,0
878,Glen Park,Fremont,43.03,5.9,0,0,W,E,1,0
879,Glen Park,Fruitvale,18.67,3.95,0,0,W,E,1,0
880,Glen Park,Hayward,29.53,4.85,0,0,W,E,1,0
881,Glen Park,Lafayette,24.62,4.75,0,0,W,E,1,0
882,Glen Park,Lake Merritt,16.35,3.65,0,0,W,E,1,0
883,Glen Park,MacArthur,13.96,3.8,0,0,W,E,1,0
884,Glen Park,Millbrae,12.21,3.95,0,0,W,W,0,1
885,Glen Park,Montgomery,6.21,1.75,0,0,W,W,0,0
886,Glen Park,North Berkeley,16.53,4.05,0,0,W,E,1,0
887,Glen Park,North Concord,36.17,5.8,0,0,W,E,1,0
888,Glen Park,Orinda,20.91,4.4,0,0,W,E,1,0
889,Glen Park,Pittsburg/Bay Pt,40.65,6.25,0,0,W,E,1,0
890,Glen Park,Pleasant Hill,29.49,5.25,0,0,W,E,1,0
891,Glen Park,Powell,5.74,1.75,0,0,W,W,0,0
892,Glen Park,Richmond,21.1,4.55,0,0,W,E,1,0
893,Glen Park,Rockridge,15.68,3.9,0,0,W,E,1,0
894,Glen Park,San Bruno,10.78,3.5,0,0,W,W,0,1
895,Glen Park,SFIA,11.68,7.85,0,1,W,W,0,0
896,Glen Park,San Leandro,24.1,4.4,0,0,W,E,1,0
897,Glen Park,South Hayward,33.89,5.15,0,0,W,E,1,0
898,Glen Park,South SF,6.29,3.1,0,0,W,W,0,1
899,Glen Park,Union City,37.26,5.6,0,0,W,E,1,0
900,Glen Park,Walnut Creek,27.83,5.1,0,0,W,E,1,0
901,Glen Park,West Dublin,38.33,5.75,0,0,W,E,1,0
902,Glen Park,West Oakland,13.79,3.45,0,0,W,E,1,0
903,Hayward,12th St.,14.8,3.05,0,0,E,E,0,0
904,Hayward,16th St.,26.59,4.7,0,0,E,W,1,0
905,Hayward,19th St.,15.83,3.05,0,0,E,E,0,0
906,Hayward,24th St.,27.72,4.75,0,0,E,W,1,0
907,Hayward,Ashby,18.73,3.25,0,0,E,E,0,0
908,Hayward,Balboa Park,33.46,4.95,0,0,E,W,1,0
909,Hayward,Bay Fair,4.14,1.75,0,0,E,E,0,0
910,Hayward,Castro Valley,1.93,1.75,0,0,E,E,0,0
911,Hayward,Civic Center,25.3,4.6,0,0,E,W,1,0
912,Hayward,Coliseum,9.37,2.35,0,0,E,E,0,0
913,Hayward,Colma,30.57,5.05,0,0,E,W,1,1
914,Hayward,Concord,33.41,4.8,0,0,E,E,0,0
915,Hayward,Daly City,31.73,5.05,0,0,E,W,1,1
916,Hayward,Berkeley,19.92,3.3,0,0,E,E,0,0
917,Hayward,Dublin/Pleasanton,11.9,3.4,0,0,E,E,0,0
918,Hayward,El Cerrito del Norte,25.4,3.7,0,0,E,E,0,0
919,Hayward,El Cerrito Plaza,24.08,3.55,0,0,E,E,0,0
920,Hayward,Embarcadero,24.56,4.6,0,0,E,W,1,0
921,Hayward,Fremont,14.34,1.75,0,0,E,E,0,0
922,Hayward,Fruitvale,12.18,2.65,0,0,E,E,0,0
923,Hayward,Glen Park,29.47,4.85,0,0,E,W,1,0
924,Hayward,Lafayette,23.21,3.95,0,0,E,E,0,0
925,Hayward,Lake Merritt,14.32,3.05,0,0,E,E,0,0
926,Hayward,MacArthur,17.06,3.15,0,0,E,E,0,0
927,Hayward,Millbrae,21.69,5.75,0,0,E,W,1,1
928,Hayward,Montgomery,25.03,4.6,0,0,E,W,1,0
929,Hayward,North Berkeley,22.38,3.35,0,0,E,E,0,0
930,Hayward,North Concord,35.87,4.95,0,0,E,E,0,0
931,Hayward,Orinda,19.51,3.6,0,0,E,E,0,0
932,Hayward,Pittsburg/Bay Pt,40.36,5.45,0,0,E,E,0,0
933,Hayward,Pleasant Hill,29.2,4.4,0,0,E,E,0,0
934,Hayward,Powell,25.02,4.6,0,0,E,W,1,0
935,Hayward,Richmond,26.95,3.9,0,0,E,E,0,0
936,Hayward,Rockridge,17.01,3.15,0,0,E,E,0,0
937,Hayward,San Bruno,25.49,5.45,0,0,E,W,1,1
938,Hayward,SFIA,26.1,9.7,0,1,E,W,1,0
939,Hayward,San Leandro,7.5,1.75,0,0,E,E,0,0
940,Hayward,South Hayward,3.35,1.75,0,0,E,E,0,0
941,Hayward,South SF,27.59,5.2,0,0,E,W,1,1
942,Hayward,Union City,8.58,1.75,0,0,E,E,0,0
943,Hayward,Walnut Creek,27.53,4.3,0,0,E,E,0,0
944,Hayward,West Dublin,10.7,3.25,0,0,E,E,0,0
945,Hayward,West Oakland,16.86,3.1,0,0,E,E,0,0
946,Lafayette,12th St.,13.16,2.8,0,0,E,E,0,0
947,Lafayette,16th St.,21.89,4.55,0,0,E,W,1,0
948,Lafayette,19th St.,12.63,2.8,0,0,E,E,0,0
949,Lafayette,24th St.,23.03,4.6,0,0,E,W,1,0
950,Lafayette,Ashby,11.39,2.7,0,0,E,E,0,0
951,Lafayette,Balboa Park,25.64,4.8,0,0,E,W,1,0
952,Lafayette,Bay Fair,21.59,3.7,0,0,E,E,0,0
953,Lafayette,Castro Valley,23.8,3.95,0,0,E,E,0,0
954,Lafayette,Civic Center,20.6,4.5,0,0,E,W,1,0
955,Lafayette,Coliseum,19.33,3.2,0,0,E,E,0,0
956,Lafayette,Colma,28.61,4.9,0,0,E,W,1,1
957,Lafayette,Concord,9.79,1.75,0,0,E,E,0,0
958,Lafayette,Daly City,27.68,4.95,0,0,E,W,1,1
959,Lafayette,Berkeley,12.36,2.85,0,0,E,E,0,0
960,Lafayette,Dublin/Pleasanton,20.77,4.95,0,0,E,E,0,0
961,Lafayette,El Cerrito del Norte,19.91,3.3,0,0,E,E,0,0
962,Lafayette,El Cerrito Plaza,18.6,3.1,0,0,E,E,0,0
963,Lafayette,Embarcadero,19.86,4.5,0,0,E,W,1,0
964,Lafayette,Fremont,36.33,4.95,0,0,E,E,0,0
965,Lafayette,Fruitvale,17.03,3,0,0,E,E,0,0
966,Lafayette,Glen Park,24.77,4.75,0,0,E,W,1,0
967,Lafayette,Hayward,24.23,3.95,0,0,E,E,0,0
968,Lafayette,Lake Merritt,14.08,2.8,0,0,E,E,0,0
969,Lafayette,MacArthur,11.03,2.65,0,0,E,E,0,0
970,Lafayette,Millbrae,33.36,5.65,0,0,E,W,1,1
971,Lafayette,Montgomery,20.34,4.5,0,0,E,W,1,0
972,Lafayette,North Berkeley,16.89,2.95,0,0,E,E,0,0
973,Lafayette,North Concord,12.26,2.8,0,0,E,E,0,0
974,Lafayette,Orinda,4.94,1.75,0,0,E,E,0,0
975,Lafayette,Pittsburg/Bay Pt,16.74,3.4,0,0,E,E,0,0
976,Lafayette,Pleasant Hill,5.58,1.75,0,0,E,E,0,0
977,Lafayette,Powell,20.32,4.5,0,0,E,W,1,0
978,Lafayette,Richmond,21.47,3.45,0,0,E,E,0,0
979,Lafayette,Rockridge,9.42,2.45,0,0,E,E,0,0
980,Lafayette,San Bruno,31.93,5.3,0,0,E,W,1,1
981,Lafayette,SFIA,32.83,9.55,0,1,E,W,1,0
982,Lafayette,San Leandro,22.46,3.5,0,0,E,E,0,0
983,Lafayette,South Hayward,31.24,4.2,0,0,E,E,0,0
984,Lafayette,South SF,31.26,5.1,0,0,E,W,1,1
985,Lafayette,Union City,34.61,4.65,0,0,E,E,0,0
986,Lafayette,Walnut Creek,3.92,1.75,0,0,E,E,0,0
987,Lafayette,West Dublin,19.31,4.8,0,0,E,E,0,0
988,Lafayette,West Oakland,14.14,3,0,0,E,E,0,0
989,Lake Merritt,12th St.,0.7,1.75,0,0,E,E,0,0
990,Lake Merritt,16th St.,12.7,3.3,0,0,E,W,1,0
991,Lake Merritt,19th St.,1.06,1.75,0,0,E,E,0,0
992,Lake Merritt,24th St.,13.84,3.4,0,0,E,W,1,0
993,Lake Merritt,Ashby,4.85,1.75,0,0,E,E,0,0
994,Lake Merritt,Balboa Park,16.44,3.75,0,0,E,W,1,0
995,Lake Merritt,Bay Fair,12.14,2.65,0,0,E,E,0,0
996,Lake Merritt,Castro Valley,14.39,3.05,0,0,E,E,0,0
997,Lake Merritt,Civic Center,11.41,3.15,0,0,E,W,1,0
998,Lake Merritt,Coliseum,5.67,1.75,0,0,E,E,0,0
999,Lake Merritt,Colma,19.42,3.85,0,0,E,W,1,1
1000,Lake Merritt,Concord,22.73,3.7,0,0,E,E,0,0
1001,Lake Merritt,Daly City,18.49,3.85,0,0,E,W,1,1
1002,Lake Merritt,Berkeley,6.03,1.75,0,0,E,E,0,0
1003,Lake Merritt,Dublin/Pleasanton,24.34,4.05,0,0,E,E,0,0
1004,Lake Merritt,El Cerrito del Norte,11.51,2.35,0,0,E,E,0,0
1005,Lake Merritt,El Cerrito Plaza,10.2,2.1,0,0,E,E,0,0
1006,Lake Merritt,Embarcadero,10.67,3.15,0,0,E,W,1,0
1007,Lake Merritt,Fremont,26.72,4.05,0,0,E,E,0,0
1008,Lake Merritt,Fruitvale,3.38,1.75,0,0,E,E,0,0
1009,Lake Merritt,Glen Park,15.58,3.65,0,0,E,W,1,0
1010,Lake Merritt,Hayward,14.24,3.05,0,0,E,E,0,0
1011,Lake Merritt,Lafayette,13.64,2.8,0,0,E,E,0,0
1012,Lake Merritt,MacArthur,3.19,1.75,0,0,E,E,0,0
1013,Lake Merritt,Millbrae,24.17,4.55,0,0,E,W,1,1
1014,Lake Merritt,Montgomery,11.14,3.15,0,0,E,W,1,0
1015,Lake Merritt,North Berkeley,8.49,1.8,0,0,E,E,0,0
1016,Lake Merritt,North Concord,25.19,3.9,0,0,E,E,0,0
1017,Lake Merritt,Orinda,9.94,2.2,0,0,E,E,0,0
1018,Lake Merritt,Pittsburg/Bay Pt,29.67,4.4,0,0,E,E,0,0
1019,Lake Merritt,Pleasant Hill,18.52,3.35,0,0,E,E,0,0
1020,Lake Merritt,Powell,11.13,3.15,0,0,E,W,1,0
1021,Lake Merritt,Richmond,13.07,2.65,0,0,E,E,0,0
1022,Lake Merritt,Rockridge,4.71,1.75,0,0,E,E,0,0
1023,Lake Merritt,San Bruno,22.74,4.25,0,0,E,W,1,1
1024,Lake Merritt,SFIA,23.64,8.5,0,1,E,W,1,0
1025,Lake Merritt,San Leandro,8.81,2.3,0,0,E,E,0,0
1026,Lake Merritt,South Hayward,17.58,3.3,0,0,E,E,0,0
1027,Lake Merritt,South SF,22.07,4,0,0,E,W,1,1
1028,Lake Merritt,Union City,20.96,3.75,0,0,E,E,0,0
1029,Lake Merritt,Walnut Creek,16.85,3.2,0,0,E,E,0,0
1030,Lake Merritt,West Dublin,23.15,3.9,0,0,E,E,0,0
1031,Lake Merritt,West Oakland,2.97,1.75,0,0,E,E,0,0
1032,MacArthur,12th St.,1.87,1.75,0,0,E,E,0,0
1033,MacArthur,16th St.,11.95,3.5,0,0,E,W,1,0
1034,MacArthur,19th St.,1.59,1.75,0,0,E,E,0,0
1035,MacArthur,24th St.,13.09,3.6,0,0,E,W,1,0
1036,MacArthur,Ashby,2.07,1.75,0,0,E,E,0,0
1037,MacArthur,Balboa Park,15.7,3.85,0,0,E,W,1,0
1038,MacArthur,Bay Fair,13.94,2.8,0,0,E,E,0,0
1039,MacArthur,Castro Valley,16.15,3.1,0,0,E,E,0,0
1040,MacArthur,Civic Center,10.67,3.35,0,0,E,W,1,0
1041,MacArthur,Coliseum,9.39,2.05,0,0,E,E,0,0
1042,MacArthur,Colma,18.68,3.95,0,0,E,W,1,1
1043,MacArthur,Concord,19.71,3.7,0,0,E,E,0,0
1044,MacArthur,Daly City,17.74,3.95,0,0,E,W,1,1
1045,MacArthur,Berkeley,3.03,1.75,0,0,E,E,0,0
1046,MacArthur,Dublin/Pleasanton,26.11,4.15,0,0,E,E,0,0
1047,MacArthur,El Cerrito del Norte,9.13,2.15,0,0,E,E,0,0
1048,MacArthur,El Cerrito Plaza,7.81,1.9,0,0,E,E,0,0
1049,MacArthur,Embarcadero,9.92,3.35,0,0,E,W,1,0
1050,MacArthur,Fremont,30.44,4.15,0,0,E,E,0,0
1051,MacArthur,Fruitvale,7.1,1.75,0,0,E,E,0,0
1052,MacArthur,Glen Park,14.84,3.8,0,0,E,W,1,0
1053,MacArthur,Hayward,16.59,3.15,0,0,E,E,0,0
1054,MacArthur,Lafayette,10.63,2.65,0,0,E,E,0,0
1055,MacArthur,Lake Merritt,2.62,1.75,0,0,E,E,0,0
1056,MacArthur,Millbrae,23.43,4.65,0,0,E,W,1,1
1057,MacArthur,Montgomery,10.4,3.35,0,0,E,W,1,0
1058,MacArthur,North Berkeley,3.8,1.75,0,0,E,E,0,0
1059,MacArthur,North Concord,22.17,3.9,0,0,E,E,0,0
1060,MacArthur,Orinda,6.92,1.75,0,0,E,E,0,0
1061,MacArthur,Pittsburg/Bay Pt,26.66,4.35,0,0,E,E,0,0
1062,MacArthur,Pleasant Hill,15.5,3.3,0,0,E,E,0,0
1063,MacArthur,Powell,10.39,3.35,0,0,E,W,1,0
1064,MacArthur,Richmond,10.68,2.45,0,0,E,E,0,0
1065,MacArthur,Rockridge,1.77,1.75,0,0,E,E,0,0
1066,MacArthur,San Bruno,21.99,4.35,0,0,E,W,1,1
1067,MacArthur,SFIA,22.9,8.6,0,1,E,W,1,0
1068,MacArthur,San Leandro,12.53,2.5,0,0,E,E,0,0
1069,MacArthur,South Hayward,21.3,3.4,0,0,E,E,0,0
1070,MacArthur,South SF,21.32,4.1,0,0,E,W,1,1
1071,MacArthur,Union City,24.68,3.85,0,0,E,E,0,0
1072,MacArthur,Walnut Creek,13.84,3.15,0,0,E,E,0,0
1073,MacArthur,West Dublin,24.92,4,0,0,E,E,0,0
1074,MacArthur,West Oakland,4.21,1.75,0,0,E,E,0,0
1075,Millbrae,12th St.,24.27,4.55,0,0,W,E,1,1
1076,Millbrae,16th St.,14.55,4.25,0,0,W,W,0,1
1077,Millbrae,19th St.,23.74,4.55,0,0,W,E,1,1
1078,Millbrae,24th St.,12.77,4.15,0,0,W,W,0,1
1079,Millbrae,Ashby,24.16,4.75,0,0,W,E,1,1
1080,Millbrae,Balboa Park,12.76,3.8,0,0,W,W,0,1
1081,Millbrae,Bay Fair,24,5.5,0,0,W,E,1,1
1082,Millbrae,Castro Valley,23.11,5.75,0,0,W,E,1,1
1083,Millbrae,Civic Center,14.16,4.3,0,0,W,W,0,1
1084,Millbrae,Coliseum,29.23,5,0,0,W,E,1,1
1085,Millbrae,Colma,9.87,3.45,0,0,W,W,0,1
1086,Millbrae,Concord,42.54,6.45,0,0,W,E,1,1
1087,Millbrae,Daly City,11.02,3.6,0,0,W,W,0,1
1088,Millbrae,Berkeley,25.85,4.85,0,0,W,E,1,1
1089,Millbrae,Dublin/Pleasanton,36.84,6.75,0,0,W,E,1,1
1090,Millbrae,El Cerrito del Norte,28.38,5.2,0,0,W,E,1,1
1091,Millbrae,El Cerrito Plaza,27.07,5.05,0,0,W,E,1,1
1092,Millbrae,Embarcadero,15.38,4.3,0,0,W,W,0,1
1093,Millbrae,Fremont,31.25,6.75,0,0,W,E,1,1
1094,Millbrae,Fruitvale,27.5,4.8,0,0,W,E,1,1
1095,Millbrae,Glen Park,12.54,3.95,0,0,W,W,0,1
1096,Millbrae,Hayward,21.55,5.75,0,0,W,E,1,1
1097,Millbrae,Lafayette,33.46,5.65,0,0,W,E,1,1
1098,Millbrae,Lake Merritt,25.18,4.55,0,0,W,E,1,1
1099,Millbrae,MacArthur,22.79,4.65,0,0,W,E,1,1
1100,Millbrae,Montgomery,15.04,4.3,0,0,W,W,0,1
1101,Millbrae,North Berkeley,25.36,4.9,0,0,W,E,1,1
1102,Millbrae,North Concord,45,6.65,0,0,W,E,1,1
1103,Millbrae,Orinda,29.75,5.3,0,0,W,E,1,1
1104,Millbrae,Pittsburg/Bay Pt,49.49,7.15,0,0,W,E,1,1
1105,Millbrae,Pleasant Hill,38.33,6.1,0,0,W,E,1,1
1106,Millbrae,Powell,14.58,4.3,0,0,W,W,0,1
1107,Millbrae,Richmond,29.94,5.4,0,0,W,E,1,1
1108,Millbrae,Rockridge,24.52,4.8,0,0,W,E,1,1
1109,Millbrae,San Bruno,4.79,2.95,0,0,W,W,0,1
1110,Millbrae,SFIA,5.4,4.05,0,1,W,W,0,0
1111,Millbrae,San Leandro,27.36,5.25,0,0,W,E,1,1
1112,Millbrae,South Hayward,22.11,6,0,0,W,E,1,1
1113,Millbrae,South SF,6.89,2.95,0,0,W,W,0,1
1114,Millbrae,Union City,25.49,6.45,0,0,W,E,1,1
1115,Millbrae,Walnut Creek,36.67,5.95,0,0,W,E,1,1
1116,Millbrae,West Dublin,35.64,6.6,0,0,W,E,1,1
1117,Millbrae,West Oakland,22.63,4.5,0,0,W,E,1,1
1118,Montgomery,12th St.,10.39,3.15,0,0,W,E,1,0
1119,Montgomery,16th St.,2.2,1.75,0,0,W,W,0,0
1120,Montgomery,19th St.,9.86,3.15,0,0,W,E,1,0
1121,Montgomery,24th St.,4.32,1.75,0,0,W,W,0,0
1122,Montgomery,Ashby,10.28,3.55,0,0,W,E,1,0
1123,Montgomery,Balboa Park,7.35,1.8,0,0,W,W,0,0
1124,Montgomery,Bay Fair,22.32,4.35,0,0,W,E,1,0
1125,Montgomery,Castro Valley,24.53,4.6,0,0,W,E,1,0
1126,Montgomery,Civic Center,0.85,1.75,0,0,W,W,0,0
1127,Montgomery,Coliseum,15.92,3.85,0,0,W,E,1,0
1128,Montgomery,Colma,10.33,3.3,0,0,W,W,0,1
1129,Montgomery,Concord,28.66,5.35,0,0,W,E,1,0
1130,Montgomery,Daly City,9.4,3,0,0,W,W,0,1
1131,Montgomery,Berkeley,11.97,3.7,0,0,W,E,1,0
1132,Montgomery,Dublin/Pleasanton,34.48,5.65,0,0,W,E,1,0
1133,Montgomery,El Cerrito del Norte,14.5,4.1,0,0,W,E,1,0
1134,Montgomery,El Cerrito Plaza,13.19,3.95,0,0,W,E,1,0
1135,Montgomery,Embarcadero,0.34,1.75,0,0,W,W,0,0
1136,Montgomery,Fremont,36.97,5.65,0,0,W,E,1,0
1137,Montgomery,Fruitvale,13.62,3.55,0,0,W,E,1,0
1138,Montgomery,Glen Park,6.49,1.75,0,0,W,W,0,0
1139,Montgomery,Hayward,24.48,4.6,0,0,W,E,1,0
1140,Montgomery,Lafayette,19.58,4.5,0,0,W,E,1,0
1141,Montgomery,Lake Merritt,11.3,3.15,0,0,W,E,1,0
1142,Montgomery,MacArthur,8.91,3.35,0,0,W,E,1,0
1143,Montgomery,Millbrae,14.65,4.3,0,0,W,W,0,1
1144,Montgomery,North Berkeley,11.48,3.75,0,0,W,E,1,0
1145,Montgomery,North Concord,31.12,5.55,0,0,W,E,1,0
1146,Montgomery,Orinda,15.87,4.15,0,0,W,E,1,0
1147,Montgomery,Pittsburg/Bay Pt,35.61,6,0,0,W,E,1,0
1148,Montgomery,Pleasant Hill,24.45,5,0,0,W,E,1,0
1149,Montgomery,Powell,0.41,1.75,0,0,W,W,0,0
1150,Montgomery,Richmond,16.06,4.3,0,0,W,E,1,0
1151,Montgomery,Rockridge,10.64,3.55,0,0,W,E,1,0
1152,Montgomery,San Bruno,13.22,3.95,0,0,W,W,0,1
1153,Montgomery,SFIA,14.12,8.25,0,1,W,W,0,0
1154,Montgomery,San Leandro,19.05,4.15,0,0,W,E,1,0
1155,Montgomery,South Hayward,27.83,4.9,0,0,W,E,1,0
1156,Montgomery,South SF,12.55,3.6,0,0,W,W,0,1
1157,Montgomery,Union City,31.21,5.35,0,0,W,E,1,0
1158,Montgomery,Walnut Creek,22.79,4.85,0,0,W,E,1,0
1159,Montgomery,West Dublin,33.29,5.5,0,0,W,E,1,0
1160,Montgomery,West Oakland,8.75,2.9,0,0,W,E,1,0
1161,North Berkeley,12th St.,7.6,1.8,0,0,E,E,0,0
1162,North Berkeley,16th St.,13.58,3.85,0,0,E,W,1,0
1163,North Berkeley,19th St.,7.07,1.8,0,0,E,E,0,0
1164,North Berkeley,24th St.,14.72,3.9,0,0,E,W,1,0
1165,North Berkeley,Ashby,2.06,1.75,0,0,E,E,0,0
1166,North Berkeley,Balboa Park,17.33,4.1,0,0,E,W,1,0
1167,North Berkeley,Bay Fair,19.53,3.1,0,0,E,E,0,0
1168,North Berkeley,Castro Valley,21.74,3.35,0,0,E,E,0,0
1169,North Berkeley,Civic Center,12.29,3.75,0,0,E,W,1,0
1170,North Berkeley,Coliseum,13.93,2.5,0,0,E,E,0,0
1171,North Berkeley,Colma,20.3,4.2,0,0,E,W,1,1
1172,North Berkeley,Concord,22.03,3.8,0,0,E,E,0,0
1173,North Berkeley,Daly City,19.37,4.2,0,0,E,W,1,1
1174,North Berkeley,Berkeley,1.13,1.75,0,0,E,E,0,0
1175,North Berkeley,Dublin/Pleasanton,31.7,4.4,0,0,E,E,0,0
1176,North Berkeley,El Cerrito del Norte,6.01,1.75,0,0,E,E,0,0
1177,North Berkeley,El Cerrito Plaza,3.38,1.75,0,0,E,E,0,0
1178,North Berkeley,Embarcadero,11.55,3.75,0,0,E,W,1,0
1179,North Berkeley,Fremont,34.98,4.4,0,0,E,E,0,0
1180,North Berkeley,Fruitvale,11.64,2.2,0,0,E,E,0,0
1181,North Berkeley,Glen Park,16.46,4.05,0,0,E,W,1,0
1182,North Berkeley,Hayward,22.18,3.35,0,0,E,E,0,0
1183,North Berkeley,Lafayette,12.95,2.95,0,0,E,E,0,0
1184,North Berkeley,Lake Merritt,8.52,1.8,0,0,E,E,0,0
1185,North Berkeley,MacArthur,3.54,1.75,0,0,E,E,0,0
1186,North Berkeley,Millbrae,25.05,4.9,0,0,E,W,1,1
1187,North Berkeley,Montgomery,12.02,3.75,0,0,E,W,1,0
1188,North Berkeley,North Concord,29.15,3.95,0,0,E,E,0,0
1189,North Berkeley,Orinda,9.24,2.4,0,0,E,E,0,0
1190,North Berkeley,Pittsburg/Bay Pt,33.62,4.45,0,0,E,E,0,0
1191,North Berkeley,Pleasant Hill,17.82,3.4,0,0,E,E,0,0
